Unnamed: 0.1,Unnamed: 0,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Card Category,Rating
198,198,69,1,Visa,Credit,4.21024E+15,Apr-20,160,YES,1,"$13,500 ",May-10,2012,No,Visa Classic,0.06144
199,199,69,2,Visa,Credit,4.87707E+15,Jul-14,786,YES,2,"$13,300 ",Jun-12,2012,No,Visa Gold,0
200,200,70,0,Mastercard,Debit,5.55804E+15,Sep-21,69,YES,2,"$17,941 ",Apr-09,2009,No,Mastercard Standard,0
201,201,71,0,Visa,Credit,4.6425E+15,Apr-18,594,YES,1,"$14,400 ",Jun-10,2012,No,Visa Platinum,0.480297779
202,202,71,1,Visa,Credit,4.2444E+15,Apr-20,120,YES,1,"$4,400 ",Jul-12,2012,No,Visa Platinum,0.480297779
203,203,71,2,Mastercard,Credit,5.15744E+15,Mar-20,657,YES,1,"$13,000 ",Feb-20,2020,No,Mastercard Gold,0
204,204,71,3,Visa,Debit,4.07952E+15,Apr-23,72,YES,2,"$22,701 ",Feb-20,2020,No,Visa Platinum,0.480297779
205,205,72,0,Mastercard,Credit,5.59712E+15,Aug-24,934,NO,1,"$16,100 ",Feb-20,2020,No,Mastercard Platinum,0.432989691
206,206,72,1,Mastercard,Debit,5.80837E+15,Sep-23,138,YES,2,"$7,629 ",Feb-20,2020,No,Mastercard Standard,0
207,207,73,0,Mastercard,Debit,5.5655E+15,Mar-22,430,NO,1,"$16,538 ",Apr-12,2012,No,Mastercard Standard,0.115126889
208,208,73,1,Visa,Debit,4.07289E+15,Dec-20,578,YES,2,"$22,746 ",Jan-08,2010,No,Visa Classic,0.166167665
209,209,73,2,Mastercard,Debit,5.16193E+15,Jul-16,743,YES,1,"$9,737 ",Feb-16,2016,No,Mastercard Platinum,0.382092957
210,210,73,3,Mastercard,Credit,5.35936E+15,Jul-19,428,YES,1,"$6,500 ",Feb-11,2014,No,Mastercard Standard,0.115126889
211,211,73,4,Mastercard,Debit,5.09351E+15,Jun-20,889,YES,2,"$2,650 ",Feb-11,2013,No,Mastercard Standard,0.115126889
212,212,73,5,Visa,Credit,4.40979E+15,May-12,839,YES,2,"$8,200 ",Jan-09,2011,No,Visa Classic,0.166167665
213,213,73,6,Amex,Credit,3.73326E+14,Jan-22,204,YES,2,"$6,200 ",Nov-06,2013,No,Amex Blue,0
214,214,74,0,Amex,Credit,3.66837E+14,Jan-21,803,YES,2,"$22,600 ",Nov-06,2014,No,Amex Gold,0
215,215,74,1,Mastercard,Debit,5.26026E+15,May-24,428,YES,2,"$6,940 ",Mar-06,2009,No,Mastercard Platinum,0.130165025
216,216,74,2,Mastercard,Debit,5.91194E+15,Mar-24,410,YES,2,"$23,408 ",Apr-96,2008,No,Mastercard Platinum,0.130165025
217,217,74,3,Visa,Credit,4.22628E+15,Sep-22,966,YES,2,"$9,700 ",Nov-04,2007,No,Visa Classic,0.53262121
218,218,75,0,Mastercard,Debit,5.625E+15,Jun-24,992,NO,2,"$10,538 ",Jul-06,2006,No,Mastercard Standard,0.174354067
219,219,75,1,Mastercard,Debit,5.75221E+15,Mar-23,385,YES,2,"$6,853 ",Aug-01,2006,No,Mastercard Gold,0
220,220,75,2,Mastercard,Debit,5.47002E+15,Oct-20,598,YES,2,$607 ,Dec-02,2010,No,Mastercard Standard,0.174354067
221,221,75,3,Mastercard,Credit,5.7646E+15,Aug-21,397,YES,1,$0 ,Aug-10,2010,No,Mastercard Standard,0.174354067
222,222,75,4,Visa,Debit,4.37835E+15,Jun-21,644,YES,2,"$8,253 ",Oct-04,2011,No,Visa Classic,0.398315789
223,223,76,0,Visa,Debit,4.4152E+15,Sep-20,847,YES,2,"$8,492 ",Jan-20,2020,No,Visa Classic,0
224,224,77,0,Visa,Credit,4.71631E+15,Jul-22,275,YES,1,"$9,100 ",Jan-10,2010,No,Visa Classic,0.608101416
225,225,77,1,Mastercard,Credit,5.17541E+15,Apr-22,497,NO,2,"$2,600 ",Jul-11,2011,No,Mastercard Standard,0
226,226,77,2,Mastercard,Credit,5.07943E+15,May-24,813,NO,1,"$7,300 ",Nov-02,2010,No,Mastercard Standard,0
227,227,78,0,Visa,Credit,4.84159E+15,Aug-20,207,YES,1,"$15,000 ",Oct-09,2009,No,Visa Classic,0.010581062
228,228,78,1,Mastercard,Credit,5.13334E+15,Apr-24,497,YES,2,"$18,700 ",Feb-20,2020,No,Mastercard Standard,0.450322812
229,229,78,2,Visa,Debit,4.04469E+15,May-21,579,YES,1,"$21,458 ",Jan-20,2020,No,Visa Classic,0.010581062
230,230,78,3,Visa,Credit,4.82518E+15,Apr-20,635,NO,1,"$15,700 ",Nov-10,2014,No,Visa Gold,0
231,231,79,0,Mastercard,Debit,5.53306E+15,Jan-20,13,YES,2,"$20,765 ",Dec-14,2014,No,Mastercard Standard,0.01038485
232,232,79,1,Mastercard,Debit,5.13781E+15,Jun-22,170,NO,2,"$18,101 ",Feb-20,2020,No,Mastercard Gold,0
233,233,79,2,Visa,Credit,4.40955E+15,Nov-24,528,YES,1,"$8,400 ",Feb-20,2020,No,Visa Gold,0
234,234,79,3,Mastercard,Debit,5.16971E+15,Mar-20,66,YES,1,"$1,737 ",Jan-20,2020,No,Mastercard Platinum,0.975972307
235,235,80,0,Mastercard,Credit,5.78214E+15,Feb-20,217,YES,2,"$20,900 ",Feb-20,2020,No,Mastercard Standard,0
236,236,80,1,Visa,Credit,4.4501E+15,Nov-21,601,YES,1,"$23,700 ",Feb-20,2020,No,Visa Classic,0.704
237,237,80,2,Mastercard,Credit,5.29808E+15,Nov-21,989,YES,1,"$17,500 ",Jan-20,2020,No,Mastercard Standard,0
238,238,81,0,Visa,Debit,4.91189E+15,Jun-24,769,YES,1,"$26,083 ",Dec-09,2009,No,Visa Platinum,0.174830505
239,239,81,1,Visa,Debit,4.39401E+15,Oct-22,943,YES,1,"$31,589 ",May-08,2008,No,Visa Platinum,0.174830505
240,240,81,2,Visa,Credit,4.98411E+15,Jun-21,453,YES,2,"$24,200 ",Oct-00,2013,No,Visa Gold,0
241,241,82,0,Mastercard,Debit,5.65888E+15,Feb-20,190,YES,2,"$18,321 ",Feb-20,2020,No,Mastercard Platinum,1
242,242,83,0,Mastercard,Debit,5.37713E+15,Oct-22,94,YES,2,"$7,551 ",Nov-02,2010,No,Mastercard Standard,0.179680697
243,243,83,1,Mastercard,Debit,5.60682E+15,Jun-14,451,YES,1,"$15,377 ",Aug-04,2011,No,Mastercard Platinum,0.391146589
244,244,83,2,Visa,Debit,4.5017E+15,Mar-23,324,YES,1,"$12,990 ",Oct-07,2016,No,Visa Classic,0.223802612
245,245,83,3,Visa,Debit,4.0151E+15,Feb-23,494,YES,1,"$8,509 ",Jun-10,2010,No,Visa Classic,0.223802612
246,246,84,0,Visa,Debit,4.4672E+15,Nov-14,176,YES,1,"$96,907 ",Nov-14,2014,No,Visa Classic,0.538467748
247,247,84,1,Visa,Credit,4.08147E+15,Jul-15,45,YES,1,"$43,900 ",Mar-08,2013,No,Visa Platinum,0.458383789
248,248,84,2,Visa,Debit (Prepaid),4.8683E+15,Oct-20,440,YES,2,$76 ,Nov-05,2007,No,Visa Gold,0
249,249,85,0,Mastercard,Debit,5.84371E+15,Jan-20,533,YES,2,"$50,915 ",Jan-20,2020,No,Mastercard Standard,0
250,250,85,1,Visa,Debit,4.05231E+15,Dec-21,369,YES,2,"$31,767 ",Feb-20,2020,No,Visa Gold,0
251,251,86,0,Visa,Credit,4.22989E+15,Apr-24,82,YES,2,"$13,200 ",Jul-08,2010,No,Visa Gold,0
252,252,86,1,Mastercard,Credit,5.93695E+15,Oct-22,372,YES,2,"$16,000 ",Feb-11,2012,No,Mastercard Gold,0
253,253,86,2,Visa,Debit,4.74846E+15,Jul-24,223,YES,2,"$18,132 ",Jan-20,2020,No,Visa Classic,0.006498904
254,254,86,3,Visa,Credit,4.86279E+15,Feb-19,466,YES,1,$300 ,Apr-12,2012,No,Visa Platinum,0.301443361
255,255,87,0,Mastercard,Debit,5.73684E+15,Nov-22,714,YES,2,"$2,236 ",May-00,2015,No,Mastercard Gold,0
256,256,87,1,Visa,Debit,4.52885E+15,Aug-19,451,YES,2,"$21,591 ",Sep-10,2010,No,Visa Gold,0
257,257,88,0,Mastercard,Debit,5.9568E+15,Apr-20,927,YES,2,"$11,521 ",Feb-20,2020,No,Mastercard Standard,0
258,258,88,1,Visa,Credit,4.94983E+15,Jun-20,561,NO,1,"$8,600 ",Jan-20,2020,No,Visa Platinum,0.651898734
259,259,89,0,Amex,Credit,3.23782E+14,Mar-20,659,YES,1,"$9,800 ",Aug-03,2010,No,Amex Blue,0
260,260,89,1,Visa,Credit,4.17288E+15,Mar-12,902,YES,2,"$11,300 ",Feb-08,2009,No,Visa Platinum,0.02096167
261,261,89,2,Mastercard,Credit,5.15349E+15,Oct-19,492,YES,1,"$8,400 ",Apr-09,2011,No,Mastercard Standard,0.723220397
262,262,89,3,Mastercard,Debit,5.51321E+15,Dec-23,789,YES,1,"$16,597 ",Jan-99,2009,No,Mastercard Standard,0.723220397
263,263,89,4,Amex,Credit,3.16139E+14,Sep-20,876,YES,2,"$9,400 ",Sep-08,2008,No,Amex Blue,0
264,264,90,0,Visa,Debit,4.70994E+15,Dec-08,122,YES,1,"$18,702 ",Dec-07,2007,No,Visa Classic,0
265,265,91,0,Visa,Debit,4.72544E+15,Jun-22,675,YES,1,"$24,806 ",Jun-07,2007,No,Visa Classic,0
266,266,91,1,Visa,Debit,4.99299E+15,May-23,457,YES,1,"$19,856 ",Nov-07,2011,No,Visa Classic,0
267,267,92,0,Visa,Debit (Prepaid),4.58025E+15,Feb-21,397,YES,2,$68 ,Feb-10,2010,No,Visa Classic,0
268,268,92,1,Amex,Credit,3.47103E+14,Dec-22,791,YES,2,"$4,900 ",Jun-09,2009,No,Amex Platinum,0
269,269,93,0,Mastercard,Debit,5.77939E+15,Feb-22,421,YES,1,"$13,390 ",Feb-20,2020,No,Mastercard Standard,0
270,270,93,1,Amex,Credit,3.43259E+14,Nov-24,210,YES,3,"$8,400 ",Feb-20,2020,No,Amex Blue,0
271,271,94,0,Amex,Credit,3.74396E+14,Mar-24,659,YES,2,"$13,700 ",Feb-12,2012,No,Amex Platinum,0
272,272,95,0,Discover,Credit,6.3088E+15,Nov-24,205,YES,2,"$4,200 ",Jun-16,2016,No,,0
273,273,96,0,Visa,Debit,4.43983E+15,Aug-20,424,YES,2,"$2,292 ",Oct-09,2015,No,Visa Classic,0
274,274,96,1,Amex,Credit,3.04372E+14,Mar-21,495,YES,1,"$8,800 ",Jul-10,2010,No,Amex Blue,0
275,275,97,0,Mastercard,Credit,5.88138E+15,Mar-23,312,NO,2,"$7,600 ",Nov-06,2009,No,Mastercard Gold,0
276,276,97,1,Visa,Credit,4.96673E+15,Nov-21,756,YES,2,"$6,200 ",May-05,2018,No,Visa Platinum,0.537060978
277,277,98,0,Mastercard,Credit,5.78496E+15,Jul-23,348,YES,1,"$12,900 ",Jun-99,2011,No,Mastercard Platinum,0.388215402
278,278,98,1,Mastercard,Debit,5.61738E+15,Jun-22,228,YES,2,"$18,820 ",Sep-08,2015,No,Mastercard Standard,0.122695081
279,279,98,2,Visa,Debit,4.81329E+15,Jul-05,979,YES,2,"$16,167 ",Jun-04,2009,No,Visa Gold,0
280,280,98,3,Mastercard,Credit,5.65904E+15,Jun-23,857,YES,2,"$4,200 ",Feb-07,2011,No,Mastercard Platinum,0.388215402
281,281,98,4,Mastercard,Debit,5.69112E+15,Aug-24,190,YES,2,"$18,861 ",Jun-06,2011,No,Mastercard Standard,0.122695081
282,282,98,5,Visa,Debit,4.80334E+15,Feb-20,568,NO,1,"$27,231 ",Feb-11,2011,No,Visa Platinum,0.247910419
283,283,99,0,Visa,Debit,4.27433E+15,Dec-24,174,YES,1,"$24,390 ",Feb-20,2020,No,Visa Platinum,0.58677686
284,284,99,1,Mastercard,Debit,5.07351E+15,Feb-23,802,YES,1,"$3,106 ",Feb-20,2020,No,Mastercard Standard,0
285,285,100,0,Mastercard,Debit,5.551E+15,Jul-20,980,YES,2,"$13,595 ",Mar-06,2010,No,Mastercard Standard,0.022189828
286,286,100,1,Discover,Credit,6.61665E+15,Nov-09,72,NO,2,"$12,300 ",Oct-09,2009,No,,0
287,287,100,2,Mastercard,Credit,5.3841E+15,Feb-19,704,YES,2,"$12,300 ",Aug-05,2009,No,Mastercard Standard,0.022189828
288,288,100,3,Mastercard,Debit,5.08202E+15,Apr-21,459,YES,1,"$20,743 ",Jun-16,2016,No,Mastercard Platinum,0.492063492
289,289,100,4,Mastercard,Debit,5.84343E+15,Aug-21,570,YES,2,"$17,706 ",Jun-03,2010,No,Mastercard Standard,0.022189828
290,290,100,5,Mastercard,Debit,5.8982E+15,Aug-22,332,YES,2,"$20,962 ",May-09,2009,No,Mastercard Gold,0
291,291,100,6,Mastercard,Debit,5.43337E+15,Mar-24,530,YES,2,"$19,439 ",Jan-97,2007,No,Mastercard Platinum,0.492063492
292,292,101,0,Visa,Debit,4.07366E+15,Mar-22,973,NO,1,"$30,160 ",Jun-03,2017,No,Visa Classic,0.28280943
293,293,101,1,Amex,Credit,3.49089E+14,Jun-22,652,YES,2,$0 ,Jun-18,2018,No,Amex Gold,0
294,294,101,2,Visa,Debit,4.70114E+15,Nov-12,807,NO,1,"$28,937 ",Feb-04,2008,No,Visa Gold,0
295,295,102,0,Mastercard,Debit (Prepaid),5.15115E+15,May-20,636,NO,2,$22 ,Mar-05,2011,No,Mastercard Standard,0.43503937
296,296,102,1,Mastercard,Debit,5.28986E+15,Aug-15,59,YES,2,"$1,575 ",Jan-04,2005,No,Mastercard Gold,0
297,297,102,2,Mastercard,Debit,5.49666E+15,Dec-20,962,YES,2,"$7,562 ",Oct-02,2011,No,Mastercard Standard,0.43503937
298,298,102,3,Mastercard,Debit,5.57141E+15,May-24,741,YES,2,"$17,211 ",Aug-99,2013,No,Mastercard Standard,0.43503937
299,299,102,4,Visa,Credit,4.25542E+15,Jun-10,361,NO,2,"$9,500 ",May-08,2010,No,Visa Platinum,0.172834646
300,300,103,0,Mastercard,Debit,5.71839E+15,Nov-22,117,YES,2,"$24,191 ",Jun-11,2011,No,Mastercard Standard,0.135419081
301,301,103,1,Mastercard,Debit (Prepaid),5.35812E+15,Mar-23,129,YES,2,$68 ,Jul-05,2006,No,Mastercard Platinum,0.201004249
302,302,103,2,Mastercard,Debit,5.61593E+15,Feb-20,432,YES,2,"$8,037 ",May-07,2010,No,Mastercard Standard,0.135419081
303,303,103,3,Mastercard,Debit (Prepaid),5.31069E+15,Feb-18,830,YES,2,$97 ,Feb-09,2015,No,Mastercard Platinum,0.201004249
304,304,104,0,Mastercard,Debit,5.19825E+15,May-21,789,YES,1,"$15,555 ",Jan-20,2020,No,Mastercard Platinum,0.253012048
305,305,104,1,Mastercard,Debit,5.30634E+15,May-16,523,YES,1,"$18,242 ",Apr-16,2016,No,Mastercard Standard,0.228915663
306,306,104,2,Visa,Debit (Prepaid),4.33883E+15,Dec-21,148,YES,2,$62 ,Feb-20,2020,No,Visa Classic,0.090361446
307,307,104,3,Visa,Debit,4.43002E+15,Dec-22,451,NO,1,"$16,715 ",Jan-20,2020,No,Visa Platinum,0.427710843
308,308,105,0,Mastercard,Debit (Prepaid),5.43936E+15,Feb-20,309,YES,1,$46 ,Feb-20,2020,No,Mastercard Gold,0
309,309,106,0,Mastercard,Debit,5.139E+15,Apr-21,740,YES,2,"$20,195 ",Feb-12,2012,No,Mastercard Gold,0
310,310,106,1,Mastercard,Debit,5.42052E+15,Jul-19,257,YES,2,"$39,818 ",Jun-19,2019,No,Mastercard Platinum,0.479916898
311,311,106,2,Visa,Debit,4.87341E+15,Sep-18,423,YES,2,"$33,736 ",May-10,2010,No,Visa Platinum,0.00877193
312,312,107,0,Mastercard,Debit,5.20518E+15,Nov-11,911,YES,2,"$17,850 ",Aug-08,2008,No,Mastercard Standard,0
313,313,107,1,Amex,Credit,3.24624E+14,Feb-21,846,YES,2,"$11,300 ",Aug-05,2008,No,Amex Blue,0
314,314,108,0,Visa,Debit,4.85301E+15,Sep-15,554,NO,2,"$1,981 ",May-10,2014,No,Visa Classic,0.271573007
315,315,108,1,Mastercard,Debit,5.77003E+15,Jul-24,811,YES,1,"$15,695 ",Aug-09,2010,No,Mastercard Platinum,0.180343287
316,316,108,2,Mastercard,Debit,5.30546E+15,Jun-14,605,YES,2,"$23,475 ",Mar-08,2011,No,Mastercard Standard,0
317,317,109,0,Mastercard,Credit,5.65675E+15,Jun-17,315,YES,1,"$12,900 ",Nov-01,2011,No,Mastercard Standard,0
318,318,109,1,Mastercard,Debit (Prepaid),5.75572E+15,Feb-21,988,YES,1,$91 ,Apr-11,2011,No,Mastercard Standard,0
319,319,109,2,Mastercard,Debit,5.83393E+15,Oct-22,344,YES,2,"$15,341 ",Feb-99,2014,No,Mastercard Standard,0
320,320,110,0,Mastercard,Debit,5.1169E+15,Jun-15,698,YES,2,"$42,116 ",Sep-10,2011,No,Mastercard Standard,0
321,321,110,1,Mastercard,Debit,5.94568E+15,Jan-20,843,NO,2,"$39,312 ",Jan-20,2020,No,Mastercard Platinum,0.979357798
322,322,111,0,Visa,Debit,4.0825E+15,Apr-08,947,NO,2,"$21,370 ",Jun-05,2010,No,Visa Classic,0.434728254
323,323,111,1,Amex,Credit,3.56204E+14,Dec-22,312,YES,2,"$16,700 ",Oct-11,2011,No,Amex Blue,0
324,324,111,2,Amex,Credit,3.56951E+14,Oct-24,952,YES,1,"$17,800 ",Nov-07,2011,No,Amex Platinum,0
325,325,111,3,Mastercard,Credit,5.69757E+15,Nov-20,356,YES,2,"$16,200 ",Dec-07,2011,No,Mastercard Platinum,0.156402158
326,326,111,4,Amex,Credit,3.33505E+14,Dec-20,276,YES,1,"$17,700 ",May-11,2013,No,Amex Blue,0
327,327,112,0,Mastercard,Credit,5.10605E+15,Mar-21,686,YES,1,"$14,600 ",Jan-00,2012,No,Mastercard Standard,0
328,328,112,1,Visa,Credit,4.89913E+15,Jul-24,490,YES,2,"$10,700 ",Sep-09,2011,No,Visa Classic,0.30828614
329,329,112,2,Mastercard,Debit (Prepaid),5.24139E+15,Jul-23,137,YES,1,$89 ,Apr-10,2010,No,Mastercard Standard,0
330,330,113,0,Mastercard,Debit,5.69142E+15,Sep-06,349,YES,3,"$11,398 ",Aug-06,2013,No,Mastercard Standard,0
331,331,114,0,Mastercard,Credit,5.27203E+15,Dec-23,905,YES,2,"$8,200 ",Dec-08,2010,No,Mastercard Standard,0
332,332,114,1,Mastercard,Credit,5.3992E+15,Jun-21,479,YES,1,"$6,100 ",Aug-08,2008,No,Mastercard Standard,0
333,333,114,2,Mastercard,Debit,5.15875E+15,Jul-24,813,YES,1,"$15,820 ",Jun-11,2011,No,Mastercard Platinum,0.233953146
334,334,115,0,Mastercard,Debit,5.60746E+15,Aug-23,252,YES,2,"$9,774 ",Feb-20,2020,No,Mastercard Standard,0
335,335,116,0,Visa,Debit,4.19961E+15,Sep-23,765,YES,1,"$22,833 ",May-13,2013,No,Visa Platinum,0.096381505
336,336,116,1,Visa,Debit,4.9129E+15,Nov-22,446,YES,1,"$48,502 ",Jan-20,2020,No,Visa Platinum,0.096381505
337,337,116,2,Visa,Debit,4.72995E+15,Jul-22,461,YES,2,"$34,888 ",Apr-19,2019,No,Visa Gold,0
338,338,116,3,Visa,Debit,4.1646E+15,Aug-19,90,NO,1,"$29,503 ",Aug-14,2014,No,Visa Platinum,0.096381505
339,339,116,4,Mastercard,Debit,5.03633E+15,Aug-21,627,YES,2,"$19,570 ",Jan-19,2019,No,Mastercard Standard,0.249385749
340,340,116,5,Mastercard,Debit,5.97501E+15,Dec-23,551,YES,1,"$22,297 ",May-17,2017,No,Mastercard Standard,0.249385749
341,341,116,6,Visa,Debit,4.42096E+15,Sep-23,75,YES,1,"$20,031 ",Jun-15,2015,No,Visa Platinum,0.096381505
342,342,116,7,Mastercard,Debit,5.017E+15,Feb-20,597,YES,2,"$30,323 ",Feb-20,2020,No,Mastercard Platinum,0.593701139
343,343,116,8,Amex,Credit,3.08101E+14,Apr-24,881,YES,1,"$19,000 ",Jan-20,2020,No,Amex Gold,0
344,344,117,0,Mastercard,Debit,5.83525E+15,Feb-20,308,YES,1,"$18,162 ",Jul-18,2018,No,Mastercard Platinum,0.922772277
345,345,117,1,Visa,Debit (Prepaid),4.04973E+15,Dec-20,662,YES,1,$54 ,Jan-20,2020,No,Visa Gold,0
346,346,117,2,Mastercard,Credit,5.31401E+15,Aug-22,991,YES,1,"$8,700 ",Feb-20,2020,No,Mastercard Platinum,0.922772277
347,347,117,3,Mastercard,Debit,5.84955E+15,May-21,767,YES,1,"$14,295 ",Jan-20,2020,No,Mastercard Standard,0.036633663
348,348,118,0,Visa,Debit,4.9978E+15,Nov-24,545,NO,1,"$17,620 ",Nov-19,2019,No,Visa Platinum,0.960390392
349,349,118,1,Mastercard,Debit,5.30994E+15,Feb-20,924,YES,2,"$17,201 ",Jan-15,2015,No,Mastercard Gold,0
350,350,118,2,Discover,Credit,6.10841E+15,Aug-21,894,YES,1,"$8,300 ",Jan-20,2020,No,,0
351,351,119,0,Visa,Debit,4.2511E+15,Aug-23,439,YES,2,"$17,853 ",Nov-08,2011,No,Visa Platinum,0.060042228
352,352,119,1,Mastercard,Debit,5.55737E+15,Dec-24,434,YES,1,"$10,794 ",Apr-18,2018,No,Mastercard Platinum,0.566376353
353,353,119,2,Mastercard,Debit,5.86555E+15,Dec-19,155,YES,1,"$15,832 ",Nov-10,2011,No,Mastercard Platinum,0.566376353
354,354,120,0,Mastercard,Debit (Prepaid),5.87851E+15,Oct-06,699,YES,1,$26 ,Jul-06,2019,No,Mastercard Gold,0
355,355,120,1,Mastercard,Credit,5.8254E+15,May-13,531,YES,2,"$16,300 ",Nov-07,2009,No,Mastercard Standard,0
356,356,121,0,Mastercard,Debit,5.40787E+15,Oct-24,228,YES,2,"$14,836 ",Jan-20,2020,No,Mastercard Platinum,0.540268456
357,357,121,1,Mastercard,Debit,5.08903E+15,Jul-24,464,YES,2,"$13,972 ",Jan-20,2020,No,Mastercard Platinum,0.540268456
358,358,122,0,Mastercard,Debit,5.84731E+15,Jun-24,574,YES,1,"$33,103 ",Jun-13,2013,No,Mastercard Standard,0.522357336
359,359,122,1,Mastercard,Debit,5.45434E+15,Sep-23,247,YES,1,"$20,847 ",Aug-08,2010,No,Mastercard Platinum,0.144245797
360,360,122,2,Mastercard,Debit,5.18372E+15,Nov-13,569,YES,1,"$31,807 ",Oct-13,2013,No,Mastercard Gold,0
361,361,122,3,Visa,Credit,4.90311E+15,Mar-24,274,YES,1,"$16,100 ",Feb-02,2014,No,Visa Platinum,0.331224031
362,362,123,0,Mastercard,Debit,5.3708E+15,Jul-21,851,YES,1,"$28,894 ",May-02,2011,No,Mastercard Standard,0
363,363,123,1,Visa,Debit (Prepaid),4.12952E+15,Mar-02,84,YES,1,$61 ,Feb-02,2009,No,Visa Platinum,0.004799016
364,364,123,2,Visa,Credit,4.16475E+15,Feb-23,24,YES,1,"$12,500 ",Sep-10,2012,No,Visa Gold,0
365,365,124,0,Mastercard,Debit,5.5579E+15,Jun-23,598,YES,2,"$15,409 ",Apr-09,2010,No,Mastercard Gold,0
366,366,124,1,Mastercard,Credit,5.67517E+15,Aug-23,294,YES,1,"$5,300 ",Oct-03,2012,No,Mastercard Platinum,0.274687908
367,367,124,2,Mastercard,Debit,5.25928E+15,Dec-16,403,YES,1,"$13,469 ",May-06,2009,No,Mastercard Platinum,0.274687908
368,368,125,0,Mastercard,Debit,5.15545E+15,May-20,719,YES,1,"$16,524 ",Jan-20,2020,No,Mastercard Standard,0
369,369,125,1,Mastercard,Debit,5.83106E+15,Jan-20,570,NO,1,"$29,526 ",Jan-20,2020,No,Mastercard Gold,0
370,370,125,2,Mastercard,Debit,5.15796E+15,Jul-23,657,YES,1,"$16,407 ",Feb-20,2020,No,Mastercard Standard,0
371,371,126,0,Mastercard,Debit (Prepaid),5.8742E+15,Apr-23,206,YES,2,$61 ,Jun-08,2015,No,Mastercard Gold,0
372,372,126,1,Mastercard,Debit,5.80356E+15,Nov-20,827,YES,2,"$40,628 ",Oct-09,2014,No,Mastercard Standard,0
373,373,126,2,Mastercard,Debit,5.28348E+15,Aug-10,149,YES,2,"$24,980 ",Apr-08,2014,No,Mastercard Platinum,0.134555662
374,374,127,0,Mastercard,Debit,5.31688E+15,May-20,122,YES,1,"$10,290 ",Feb-20,2020,No,Mastercard Gold,0
375,375,127,1,Mastercard,Debit (Prepaid),5.96281E+15,Jan-23,217,YES,1,$84 ,Oct-18,2018,No,Mastercard Standard,0
376,376,128,0,Visa,Debit,4.6311E+15,Dec-18,597,YES,1,"$13,725 ",Mar-07,2014,No,Visa Platinum,0.241366642
377,377,128,1,Visa,Debit,4.71676E+15,Dec-24,821,YES,2,"$8,278 ",Sep-08,2010,No,Visa Classic,0.225149575
378,378,128,2,Visa,Debit,4.05341E+15,Sep-20,491,YES,2,"$13,514 ",Jun-09,2018,No,Visa Gold,0
379,379,128,3,Mastercard,Credit,5.10552E+15,Nov-24,883,YES,1,"$3,800 ",Apr-11,2011,No,Mastercard Standard,0.229033274
380,380,129,0,Mastercard,Debit,5.19237E+15,Oct-24,603,YES,2,"$15,119 ",Apr-05,2011,No,Mastercard Standard,0
381,381,130,0,Mastercard,Debit (Prepaid),5.18257E+15,Jan-21,310,YES,1,$81 ,Jan-20,2020,No,Mastercard Platinum,0.27016129
382,382,130,1,Mastercard,Debit,5.39472E+15,Feb-20,16,YES,1,"$34,183 ",Jan-20,2020,No,Mastercard Gold,0
383,383,130,2,Visa,Credit,4.86443E+15,Jul-22,534,YES,1,"$22,200 ",Jan-20,2020,No,Visa Classic,0.447580645
384,384,131,0,Mastercard,Debit,5.12415E+15,Feb-22,6,YES,1,"$15,117 ",Feb-20,2020,No,Mastercard Standard,0
385,385,131,1,Visa,Debit (Prepaid),4.0737E+15,Apr-20,274,YES,2,$81 ,Jun-10,2010,No,Visa Gold,0
386,386,132,0,Mastercard,Debit,5.4768E+15,May-23,744,YES,2,"$1,543 ",Jun-03,2009,No,Mastercard Standard,0
387,387,133,0,Mastercard,Debit,5.75336E+15,Sep-24,795,YES,1,"$22,821 ",Jan-20,2020,No,Mastercard Standard,0.147619048
388,388,133,1,Visa,Credit,4.20196E+15,Jan-23,619,YES,1,"$13,200 ",Feb-20,2020,No,Visa Classic,0.314285714
389,389,133,2,Mastercard,Debit,5.78659E+15,Aug-24,58,YES,1,"$16,330 ",Jan-20,2020,No,Mastercard Gold,0
390,390,133,3,Visa,Debit (Prepaid),4.09117E+15,Jan-20,916,NO,2,$39 ,Jan-20,2020,No,Visa Classic,0.314285714
391,391,134,0,Mastercard,Credit,5.34579E+15,Nov-07,412,YES,2,"$6,400 ",Nov-07,2011,No,Mastercard Standard,0.037417158
392,392,134,1,Visa,Credit,4.89738E+15,May-00,382,YES,1,"$3,500 ",May-00,2007,No,Visa Classic,0.33302651
393,393,134,2,Visa,Debit,4.17196E+15,Apr-23,251,YES,1,"$12,606 ",Dec-18,2018,No,Visa Platinum,0.627439249
394,394,134,3,Visa,Debit,4.90641E+15,Feb-23,579,YES,1,"$9,921 ",Jan-18,2018,No,Visa Platinum,0.627439249
395,395,134,4,Visa,Debit (Prepaid),4.1761E+15,May-22,661,YES,2,$96 ,Aug-07,2009,No,Visa Classic,0.33302651
396,396,134,5,Mastercard,Debit,5.41224E+15,Dec-24,594,YES,1,"$18,964 ",Feb-03,2009,No,Mastercard Gold,0
