,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Credit Card Category
255,87,0,Mastercard,Debit,5736838327060448,11/2022,714,YES,2,$2236,05/2000,2015,No,UNKNOWN
256,87,1,Visa,Debit,4528854599819268,08/2019,451,YES,2,$21591,09/2010,2010,No,UNKNOWN
257,88,0,Mastercard,Debit,5956798767354537,04/2020,927,YES,2,$11521,02/2020,2020,No,Standard
258,88,1,Visa,Credit,4949830998579625,06/2020,561,NO,1,$8600,01/2020,2020,No,UNKNOWN
259,89,0,Amex,Credit,323782494048404,03/2020,659,YES,1,$9800,08/2003,2010,No,UNKNOWN
260,89,1,Visa,Credit,4172882144788973,03/2012,902,YES,2,$11300,02/2008,2009,No,Prepaid Platinum
261,89,2,Mastercard,Credit,5153494647482349,10/2019,492,YES,1,$8400,04/2009,2011,No,World
262,89,3,Mastercard,Debit,5513208341097350,12/2023,789,YES,1,$16597,01/1999,2009,No,Standard
263,89,4,Amex,Credit,316138720673532,09/2020,876,YES,2,$9400,09/2008,2008,No,UNKNOWN
264,90,0,Visa,Debit,4709941855155413,12/2008,122,YES,1,$18702,12/2007,2007,No,UNKNOWN
265,91,0,Visa,Debit,4725438629956463,06/2022,675,YES,1,$24806,06/2007,2007,No,Business
266,91,1,Visa,Debit,4992990568824247,05/2023,457,YES,1,$19856,11/2007,2011,No,UNKNOWN
267,92,0,Visa,Debit (Prepaid),4580252759299284,02/2021,397,YES,2,$68,02/2010,2010,No,Platinum
268,92,1,Amex,Credit,347103137777594,12/2022,791,YES,2,$4900,06/2009,2009,No,UNKNOWN
269,93,0,Mastercard,Debit,5779387577644606,02/2022,421,YES,1,$13390,02/2020,2020,No,Personal
270,93,1,Amex,Credit,343258769247986,11/2024,210,YES,3,$8400,02/2020,2020,No,UNKNOWN
271,94,0,Amex,Credit,374396421501669,03/2024,659,YES,2,$13700,02/2012,2012,No,Corporate
272,95,0,Discover,Credit,6308795344040919,11/2024,205,YES,2,$4200,06/2016,2016,No,UNKNOWN
273,96,0,Visa,Debit,4439832703761219,08/2020,424,YES,2,$2292,10/2009,2015,No,Business
274,96,1,Amex,Credit,304372446656131,03/2021,495,YES,1,$8800,07/2010,2010,No,Business
275,97,0,Mastercard,Credit,5881384408371205,03/2023,312,NO,2,$7600,11/2006,2009,No,UNKNOWN
276,97,1,Visa,Credit,4966727954053977,11/2021,756,YES,2,$6200,05/2005,2018,No,Gold
277,98,0,Mastercard,Credit,5784959743819578,07/2023,348,YES,1,$12900,06/1999,2011,No,UNKNOWN
278,98,1,Mastercard,Debit,5617375085275816,06/2022,228,YES,2,$18820,09/2008,2015,No,UNKNOWN
279,98,2,Visa,Debit,4813292561037475,07/2005,979,YES,2,$16167,06/2004,2009,No,UNKNOWN
280,98,3,Mastercard,Credit,5659042637826477,06/2023,857,YES,2,$4200,02/2007,2011,No,UNKNOWN
281,98,4,Mastercard,Debit,5691123059106648,08/2024,190,YES,2,$18861,06/2006,2011,No,UNKNOWN
282,98,5,Visa,Debit,4803335286454198,02/2020,568,NO,1,$27231,02/2011,2011,No,Classic
283,99,0,Visa,Debit,4274334344737347,12/2024,174,YES,1,$24390,02/2020,2020,No,Business Enhanced
284,99,1,Mastercard,Debit,5073514573038606,02/2023,802,YES,1,$3106,02/2020,2020,No,UNKNOWN
285,100,0,Mastercard,Debit,5550999995379539,07/2020,980,YES,2,$13595,03/2006,2010,No,Corporate Purchasing
286,100,1,Discover,Credit,6616646974839947,11/2009,72,NO,2,$12300,10/2009,2009,No,UNKNOWN
287,100,2,Mastercard,Credit,5384097503885721,02/2019,704,YES,2,$12300,08/2005,2009,No,Prepaid
288,100,3,Mastercard,Debit,5082019741631139,04/2021,459,YES,1,$20743,06/2016,2016,No,UNKNOWN
289,100,4,Mastercard,Debit,5843429452249829,08/2021,570,YES,2,$17706,06/2003,2010,No,UNKNOWN
290,100,5,Mastercard,Debit,5898198294277172,08/2022,332,YES,2,$20962,05/2009,2009,No,Atm Card
291,100,6,Mastercard,Debit,5433366978583845,03/2024,530,YES,2,$19439,01/1997,2007,No,UNKNOWN
292,101,0,Visa,Debit,4073664438482773,03/2022,973,NO,1,$30160,06/2003,2017,No,Classic
293,101,1,Amex,Credit,349088998842560,06/2022,652,YES,2,$0,06/2018,2018,No,UNKNOWN
294,101,2,Visa,Debit,4701143570043786,11/2012,807,NO,1,$28937,02/2004,2008,No,Classic
295,102,0,Mastercard,Debit (Prepaid),5151149006132572,05/2020,636,NO,2,$22,03/2005,2011,No,Standard
296,102,1,Mastercard,Debit,5289860104321083,08/2015,59,YES,2,$1575,01/2004,2005,No,Business
297,102,2,Mastercard,Debit,5496658602251095,12/2020,962,YES,2,$7562,10/2002,2011,No,Standard
298,102,3,Mastercard,Debit,5571413073625472,05/2024,741,YES,2,$17211,08/1999,2013,No,Business
299,102,4,Visa,Credit,4255418851751854,06/2010,361,NO,2,$9500,05/2008,2010,No,UNKNOWN
300,103,0,Mastercard,Debit,5718393085724653,11/2022,117,YES,2,$24191,06/2011,2011,No,UNKNOWN
301,103,1,Mastercard,Debit (Prepaid),5358119472579247,03/2023,129,YES,2,$68,07/2005,2006,No,Prepaid Reloadable
302,103,2,Mastercard,Debit,5615933957470022,02/2020,432,YES,2,$8037,05/2007,2010,No,UNKNOWN
303,103,3,Mastercard,Debit (Prepaid),5310685272979011,02/2018,830,YES,2,$97,02/2009,2015,No,Enhanced
304,104,0,Mastercard,Debit,5198251438400161,05/2021,789,YES,1,$15555,01/2020,2020,No,Standard
305,104,1,Mastercard,Debit,5306340091674907,05/2016,523,YES,1,$18242,04/2016,2016,No,World Elite
306,104,2,Visa,Debit (Prepaid),4338828980282998,12/2021,148,YES,2,$62,02/2020,2020,No,UNKNOWN
307,104,3,Visa,Debit,4430018858326722,12/2022,451,NO,1,$16715,01/2020,2020,No,Business
308,105,0,Mastercard,Debit (Prepaid),5439358068470043,02/2020,309,YES,1,$46,02/2020,2020,No,UNKNOWN
309,106,0,Mastercard,Debit,5139001522381220,04/2021,740,YES,2,$20195,02/2012,2012,No,Gold
310,106,1,Mastercard,Debit,5420521698473433,07/2019,257,YES,2,$39818,06/2019,2019,No,UNKNOWN
311,106,2,Visa,Debit,4873407892539448,09/2018,423,YES,2,$33736,05/2010,2010,No,Prepaid Classic
312,107,0,Mastercard,Debit,5205177909482379,11/2011,911,YES,2,$17850,08/2008,2008,No,Business
313,107,1,Amex,Credit,324624221959001,02/2021,846,YES,2,$11300,08/2005,2008,No,UNKNOWN
314,108,0,Visa,Debit,4853013168432421,09/2015,554,NO,2,$1981,05/2010,2014,No,Classic
315,108,1,Mastercard,Debit,5770027992115355,07/2024,811,YES,1,$15695,08/2009,2010,No,UNKNOWN
316,108,2,Mastercard,Debit,5305462513282842,06/2014,605,YES,2,$23475,03/2008,2011,No,Gold
317,109,0,Mastercard,Credit,5656749855983523,06/2017,315,YES,1,$12900,11/2001,2011,No,UNKNOWN
318,109,1,Mastercard,Debit (Prepaid),5755720451424427,02/2021,988,YES,1,$91,04/2011,2011,No,UNKNOWN
319,109,2,Mastercard,Debit,5833925436440570,10/2022,344,YES,2,$15341,02/1999,2014,No,UNKNOWN
320,110,0,Mastercard,Debit,5116904368864992,06/2015,698,YES,2,$42116,09/2010,2011,No,Enhanced
321,110,1,Mastercard,Debit,5945680972992846,01/2020,843,NO,2,$39312,01/2020,2020,No,Standard
322,111,0,Visa,Debit,4082503635321960,04/2008,947,NO,2,$21370,06/2005,2010,No,Classic
323,111,1,Amex,Credit,356204311290241,12/2022,312,YES,2,$16700,10/2011,2011,No,UNKNOWN
324,111,2,Amex,Credit,356951210404599,10/2024,952,YES,1,$17800,11/2007,2011,No,UNKNOWN
325,111,3,Mastercard,Credit,5697567028506344,11/2020,356,YES,2,$16200,12/2007,2011,No,UNKNOWN
326,111,4,Amex,Credit,333504501414647,12/2020,276,YES,1,$17700,05/2011,2013,No,UNKNOWN
327,112,0,Mastercard,Credit,5106045376475662,03/2021,686,YES,1,$14600,01/2000,2012,No,World Elite
328,112,1,Visa,Credit,4899127312611091,07/2024,490,YES,2,$10700,09/2009,2011,No,Electron
329,112,2,Mastercard,Debit (Prepaid),5241392304445807,07/2023,137,YES,1,$89,04/2010,2010,No,Titanium
330,113,0,Mastercard,Debit,5691422356177731,09/2006,349,YES,3,$11398,08/2006,2013,No,UNKNOWN
331,114,0,Mastercard,Credit,5272030426588008,12/2023,905,YES,2,$8200,12/2008,2010,No,Business
332,114,1,Mastercard,Credit,5399201189421219,06/2021,479,YES,1,$6100,08/2008,2008,No,Standard
333,114,2,Mastercard,Debit,5158754138100901,07/2024,813,YES,1,$15820,06/2011,2011,No,Standard
334,115,0,Mastercard,Debit,5607458054846909,08/2023,252,YES,2,$9774,02/2020,2020,No,UNKNOWN
335,116,0,Visa,Debit,4199613929770276,09/2023,765,YES,1,$22833,05/2013,2013,No,UNKNOWN
336,116,1,Visa,Debit,4912898188628991,11/2022,446,YES,1,$48502,01/2020,2020,No,Prepaid
337,116,2,Visa,Debit,4729953228374508,07/2022,461,YES,2,$34888,04/2019,2019,No,Business
338,116,3,Visa,Debit,4164595738782783,08/2019,90,NO,1,$29503,08/2014,2014,No,Business
339,116,4,Mastercard,Debit,5036328460113700,08/2021,627,YES,2,$19570,01/2019,2019,No,UNKNOWN
340,116,5,Mastercard,Debit,5975006425756630,12/2023,551,YES,1,$22297,05/2017,2017,No,Standard
341,116,6,Visa,Debit,4420959167134444,09/2023,75,YES,1,$20031,06/2015,2015,No,Traditional
342,116,7,Mastercard,Debit,5016998590035219,02/2020,597,YES,2,$30323,02/2020,2020,No,UNKNOWN
343,116,8,Amex,Credit,308100975355379,04/2024,881,YES,1,$19000,01/2020,2020,No,UNKNOWN
344,117,0,Mastercard,Debit,5835253444174486,02/2020,308,YES,1,$18162,07/2018,2018,No,UNKNOWN
345,117,1,Visa,Debit (Prepaid),4049734716799356,12/2020,662,YES,1,$54,01/2020,2020,No,Classic
346,117,2,Mastercard,Credit,5314005209195975,08/2022,991,YES,1,$8700,02/2020,2020,No,Enhanced
347,117,3,Mastercard,Debit,5849554532579598,05/2021,767,YES,1,$14295,01/2020,2020,No,UNKNOWN
348,118,0,Visa,Debit,4997798155113400,11/2024,545,NO,1,$17620,11/2019,2019,No,UNKNOWN
349,118,1,Mastercard,Debit,5309940542589432,02/2020,924,YES,2,$17201,01/2015,2015,No,Gold
350,118,2,Discover,Credit,6108413838069051,08/2021,894,YES,1,$8300,01/2020,2020,No,UNKNOWN
351,119,0,Visa,Debit,4251102360489444,08/2023,439,YES,2,$17853,11/2008,2011,No,Traditional
352,119,1,Mastercard,Debit,5557372707231204,12/2024,434,YES,1,$10794,04/2018,2018,No,Classic
353,119,2,Mastercard,Debit,5865546237246039,12/2019,155,YES,1,$15832,11/2010,2011,No,UNKNOWN
354,120,0,Mastercard,Debit (Prepaid),5878511318941183,10/2006,699,YES,1,$26,07/2006,2019,No,UNKNOWN
355,120,1,Mastercard,Credit,5825403139414547,05/2013,531,YES,2,$16300,11/2007,2009,No,UNKNOWN
356,121,0,Mastercard,Debit,5407870927189092,10/2024,228,YES,2,$14836,01/2020,2020,No,Gold
357,121,1,Mastercard,Debit,5089025651729124,07/2024,464,YES,2,$13972,01/2020,2020,No,Classic
358,122,0,Mastercard,Debit,5847313041147612,06/2024,574,YES,1,$33103,06/2013,2013,No,UNKNOWN
359,122,1,Mastercard,Debit,5454341430423098,09/2023,247,YES,1,$20847,08/2008,2010,No,Platinum
360,122,2,Mastercard,Debit,5183724144988670,11/2013,569,YES,1,$31807,10/2013,2013,No,Gold
361,122,3,Visa,Credit,4903105068681962,03/2024,274,YES,1,$16100,02/2002,2014,No,Atm Card
362,123,0,Mastercard,Debit,5370803294413435,07/2021,851,YES,1,$28894,05/2002,2011,No,World
363,123,1,Visa,Debit (Prepaid),4129518763612024,03/2002,84,YES,1,$61,02/2002,2009,No,UNKNOWN
364,123,2,Visa,Credit,4164752448797896,02/2023,24,YES,1,$12500,09/2010,2012,No,UNKNOWN
365,124,0,Mastercard,Debit,5557896137687493,06/2023,598,YES,2,$15409,04/2009,2010,No,Prepaid Business
366,124,1,Mastercard,Credit,5675172699563859,08/2023,294,YES,1,$5300,10/2003,2012,No,UNKNOWN
367,124,2,Mastercard,Debit,5259283165298575,12/2016,403,YES,1,$13469,05/2006,2009,No,UNKNOWN
368,125,0,Mastercard,Debit,5155446517379011,05/2020,719,YES,1,$16524,01/2020,2020,No,World
369,125,1,Mastercard,Debit,5831064486667385,01/2020,570,NO,1,$29526,01/2020,2020,No,Personal
370,125,2,Mastercard,Debit,5157956439521808,07/2023,657,YES,1,$16407,02/2020,2020,No,World
371,126,0,Mastercard,Debit (Prepaid),5874195902667119,04/2023,206,YES,2,$61,06/2008,2015,No,UNKNOWN
372,126,1,Mastercard,Debit,5803563077451662,11/2020,827,YES,2,$40628,10/2009,2014,No,UNKNOWN
373,126,2,Mastercard,Debit,5283475217390040,08/2010,149,YES,2,$24980,04/2008,2014,No,Standard
374,127,0,Mastercard,Debit,5316882967513700,05/2020,122,YES,1,$10290,02/2020,2020,No,Prepaid Business
375,127,1,Mastercard,Debit (Prepaid),5962806753089588,01/2023,217,YES,1,$84,10/2018,2018,No,Standard
376,128,0,Visa,Debit,4631099146168683,12/2018,597,YES,1,$13725,03/2007,2014,No,UNKNOWN
377,128,1,Visa,Debit,4716755530325962,12/2024,821,YES,2,$8278,09/2008,2010,No,Purchasing
378,128,2,Visa,Debit,4053406246662206,09/2020,491,YES,2,$13514,06/2009,2018,No,UNKNOWN
379,128,3,Mastercard,Credit,5105518827174579,11/2024,883,YES,1,$3800,04/2011,2011,No,Standard
380,129,0,Mastercard,Debit,5192370991764802,10/2024,603,YES,2,$15119,04/2005,2011,No,Business
381,130,0,Mastercard,Debit (Prepaid),5182568921946800,01/2021,310,YES,1,$81,01/2020,2020,No,Prepaid Reloadable
382,130,1,Mastercard,Debit,5394718113711366,02/2020,16,YES,1,$34183,01/2020,2020,No,Standard
383,130,2,Visa,Credit,4864430404023760,07/2022,534,YES,1,$22200,01/2020,2020,No,Corporate T&E
384,131,0,Mastercard,Debit,5124153601404702,02/2022,6,YES,1,$15117,02/2020,2020,No,Platinum
385,131,1,Visa,Debit (Prepaid),4073696489940421,04/2020,274,YES,2,$81,06/2010,2010,No,UNKNOWN
386,132,0,Mastercard,Debit,5476802835185783,05/2023,744,YES,2,$1543,06/2003,2009,No,Business
387,133,0,Mastercard,Debit,5753359093924163,09/2024,795,YES,1,$22821,01/2020,2020,No,UNKNOWN
388,133,1,Visa,Credit,4201957315957623,01/2023,619,YES,1,$13200,02/2020,2020,No,UNKNOWN
389,133,2,Mastercard,Debit,5786593463189278,08/2024,58,YES,1,$16330,01/2020,2020,No,UNKNOWN
390,133,3,Visa,Debit (Prepaid),4091173399720381,01/2020,916,NO,2,$39,01/2020,2020,No,Traditional
391,134,0,Mastercard,Credit,5345794459975216,11/2007,412,YES,2,$6400,11/2007,2011,No,Platinum
392,134,1,Visa,Credit,4897384992083944,05/2000,382,YES,1,$3500,05/2000,2007,No,Business
393,134,2,Visa,Debit,4171955938083789,04/2023,251,YES,1,$12606,12/2018,2018,No,Corporate T&E
394,134,3,Visa,Debit,4906405312400640,02/2023,579,YES,1,$9921,01/2018,2018,No,Classic
395,134,4,Visa,Debit (Prepaid),4176098872817204,05/2022,661,YES,2,$96,08/2007,2009,No,UNKNOWN
396,134,5,Mastercard,Debit,5412244076346677,12/2024,594,YES,1,$18964,02/2003,2009,No,Gold
397,135,0,Mastercard,Debit,5297260201877616,01/2024,580,YES,2,$3711,04/2007,2013,No,Business
398,136,0,Mastercard,Debit,5735792874705665,03/2023,748,NO,1,$35279,02/2015,2015,No,UNKNOWN
399,136,1,Visa,Credit,4863498051032543,07/2020,593,YES,2,$13800,11/2008,2015,No,Prepaid Classic
400,136,2,Mastercard,Debit,5489970186857774,02/2022,7,YES,2,$24215,07/2002,2007,No,Gold
401,137,0,Visa,Credit,4508109473981620,09/2024,763,YES,1,$19400,11/2007,2010,No,Business
402,137,1,Visa,Debit (Prepaid),4800041020887836,06/2020,59,YES,2,$30,03/2005,2014,No,Classic
403,137,2,Visa,Debit,4144574679317199,03/2024,543,YES,2,$17208,01/2010,2016,No,Prepaid Corporate T&E
404,137,3,Mastercard,Credit,5919854740342964,11/2004,604,YES,2,$18300,01/2001,2011,No,Standard
405,137,4,Mastercard,Debit,5208447578218097,09/2021,126,YES,1,$51012,02/2014,2014,No,Standard
406,137,5,Amex,Credit,320735955126194,02/2019,686,YES,1,$15000,01/2009,2011,No,UNKNOWN
407,138,0,Visa,Credit,4325807240930443,04/2018,642,YES,1,$7600,05/2006,2009,No,Platinum
408,138,1,Mastercard,Debit,5672870607977288,11/2023,952,YES,2,$8052,03/2005,2012,No,Personal
409,138,2,Mastercard,Credit,5025018096886549,07/2024,783,YES,1,$8600,03/2005,2007,No,UNKNOWN
410,138,3,Mastercard,Debit,5125159184089047,08/2020,945,YES,2,$20128,10/2019,2019,No,Mixed Product
411,138,4,Amex,Credit,339948848081416,03/2023,643,YES,1,$9000,07/2008,2013,No,UNKNOWN
412,138,5,Mastercard,Debit (Prepaid),5967922448022597,10/2020,849,YES,2,$91,11/2011,2012,No,Standard
413,139,0,Amex,Credit,313387157322526,12/2024,961,YES,1,$6800,02/1996,2009,No,UNKNOWN
414,139,1,Mastercard,Debit (Prepaid),5287305063365339,07/2011,597,YES,1,$93,05/2010,2010,No,Enhanced
415,139,2,Visa,Credit,4511050153177271,01/2016,263,YES,2,$9800,03/2013,2013,No,UNKNOWN
416,139,3,Visa,Credit,4795565502176661,01/2021,731,YES,2,$6700,06/2010,2011,No,Classic
417,140,0,Visa,Credit,4515587053760939,05/2023,983,YES,1,$9800,01/2006,2015,No,Prepaid Workplace Benefits
418,140,1,Visa,Debit,4185031026466058,01/2018,48,YES,2,$24544,06/2006,2013,No,Classic
419,140,2,Mastercard,Debit,5835884730427367,05/2023,642,YES,1,$22639,05/2008,2010,No,Standard
420,140,3,Discover,Credit,6113979959799077,11/2023,899,YES,1,$1100,07/2015,2015,No,UNKNOWN
421,140,4,Mastercard,Debit (Prepaid),5139150904667380,05/2016,509,YES,1,$86,04/2013,2013,No,Standard
422,141,0,Visa,Debit,4574373333053393,08/2020,742,YES,2,$2330,04/2010,2011,No,Gold
423,141,1,Visa,Credit,4806267788873524,08/2020,289,YES,2,$5900,02/2020,2020,No,Infinite
424,142,0,Visa,Debit,4461391532392446,02/2020,981,YES,2,$47372,12/2007,2008,No,Classic
425,142,1,Visa,Debit,4260012890373386,07/2022,447,NO,2,$28127,05/2010,2010,No,Classic
426,142,2,Mastercard,Debit (Prepaid),5834771837829829,03/2010,553,YES,1,$28,09/2006,2006,No,UNKNOWN
427,142,3,Visa,Debit,4955481558570019,03/2024,397,YES,2,$62081,02/2020,2020,No,UNKNOWN
428,143,0,Amex,Credit,303639878430454,11/2022,807,YES,1,$5800,09/2011,2011,No,Business
429,143,1,Visa,Credit,4060113536623876,07/2016,408,YES,1,$6700,07/2009,2009,No,Classic
430,143,2,Visa,Credit,4646061658785929,02/2015,856,YES,1,$6700,03/2006,2012,No,Classic
431,143,3,Mastercard,Debit,5040622566272530,07/2022,87,YES,2,$1424,12/2004,2012,No,Personal
432,144,0,Mastercard,Debit (Prepaid),5214812311200288,07/2024,453,NO,1,$58,02/2020,2020,No,Platinum
433,144,1,Visa,Credit,4996236791696784,05/2009,700,YES,2,$19400,07/2006,2008,No,UNKNOWN
434,144,2,Visa,Debit,4634979930026450,05/2012,897,YES,2,$4052,12/2010,2013,No,Prepaid Reloadable
435,144,3,Visa,Credit,4437020876913493,05/2010,955,YES,2,$9300,04/2004,2010,No,UNKNOWN
436,145,0,Visa,Credit,4862011857697370,05/2022,405,YES,1,$9600,02/2020,2020,No,UNKNOWN
437,145,1,Mastercard,Debit,5702517198112781,02/2020,24,YES,1,$16923,02/2020,2020,No,UNKNOWN
438,146,0,Mastercard,Credit,5659013286075924,02/2020,777,YES,1,$7700,01/2020,2020,No,Standard
439,147,0,Mastercard,Debit,5128972927503172,07/2022,466,YES,2,$146,02/2020,2020,No,Classic
440,148,0,Mastercard,Debit,5677245240966697,03/2023,293,NO,1,$12091,05/2009,2009,No,UNKNOWN
441,148,1,Mastercard,Debit,5854333169733349,11/2006,280,YES,2,$11157,09/2006,2011,No,UNKNOWN
442,148,2,Visa,Credit,4986381278679951,07/2010,21,YES,2,$7100,12/2002,2012,No,Classic
443,148,3,Mastercard,Debit,5718135133841307,01/2012,915,YES,1,$7612,08/2010,2011,No,UNKNOWN
444,148,4,Visa,Credit,4973662128767227,12/2021,9,YES,2,$6100,02/2013,2013,No,Classic
445,149,0,Visa,Debit,4724986483917889,07/2023,384,YES,2,$27706,12/2008,2008,No,UNKNOWN
446,149,1,Mastercard,Debit (Prepaid),5651451840802358,04/2009,851,NO,2,$45,03/2008,2009,No,UNKNOWN
447,149,2,Mastercard,Debit,5560330928676135,05/2021,732,NO,2,$2046,02/2000,2008,No,Business
448,149,3,Mastercard,Credit,5078189663550754,10/2024,929,YES,1,$17400,09/2012,2012,No,UNKNOWN
449,149,4,Mastercard,Debit,5243545849930026,05/2020,648,YES,1,$26231,12/2008,2008,No,Platinum
450,150,0,Visa,Credit,4325487328684543,02/2009,692,YES,2,$18300,06/2007,2010,No,Classic
451,150,1,Visa,Credit,4759642688252595,05/2016,644,YES,2,$13900,07/2001,2014,No,UNKNOWN
452,151,0,Mastercard,Credit,5060071689988757,08/2022,113,YES,2,$17200,06/1999,2013,No,UNKNOWN
453,151,1,Visa,Debit,4248867812400739,06/2023,619,YES,2,$14217,10/2006,2012,No,Signature
454,151,2,Mastercard,Debit,5093901939500036,03/2024,472,YES,2,$39533,04/2007,2016,No,Award
455,151,3,Mastercard,Debit,5223300442168271,04/2023,262,YES,2,$3141,08/2008,2013,No,Prepaid Business
456,151,4,Visa,Credit,4941415000431974,11/2022,50,YES,2,$12800,04/2014,2014,No,Classic
457,151,5,Mastercard,Debit,5431173218728279,01/2020,187,NO,1,$38342,09/2010,2010,No,World Business
458,152,0,Mastercard,Credit,5229402459571307,01/2020,704,YES,1,$3000,01/2020,2020,No,Standard
459,153,0,Visa,Debit,4858818886878485,12/2020,125,NO,1,$16486,02/2020,2020,No,UNKNOWN
460,154,0,Mastercard,Debit,5540073375174446,05/2024,684,YES,2,$28868,01/2020,2020,No,Standard
461,154,1,Mastercard,Debit,5289314952826819,02/2021,998,YES,1,$51836,01/2020,2020,No,Titanium
462,155,0,Visa,Credit,4588933671536303,09/2021,748,YES,2,$8900,02/2020,2020,No,Business
463,155,1,Mastercard,Credit,5674179618380471,02/2020,303,YES,1,$9900,02/2020,2020,No,Personal
464,155,2,Visa,Debit,4913369105929873,02/2020,711,YES,1,$22935,01/2020,2020,No,Classic
465,155,3,Visa,Credit,4729324689482423,10/2023,582,YES,2,$7900,02/2020,2020,No,Gold
466,155,4,Mastercard,Debit,5076843052683212,02/2020,969,YES,1,$17336,12/2014,2014,No,Personal
467,156,0,Visa,Debit,4130633556245301,03/2021,268,YES,2,$20206,07/2011,2011,No,Classic
468,156,1,Visa,Credit,4214195908881404,10/2023,598,YES,2,$9900,01/2018,2018,No,Prepaid Corporate T&E
469,156,2,Mastercard,Debit (Prepaid),5928394327706854,11/2021,853,NO,1,$78,01/2012,2012,No,Standard
470,156,3,Mastercard,Debit,5538135650340797,05/2023,623,YES,1,$17335,11/2010,2010,No,Standard
471,156,4,Visa,Credit,4088292829841504,06/2024,140,YES,1,$9700,01/2003,2020,No,Prepaid
472,157,0,Visa,Debit,4859980421504976,06/2021,971,NO,2,$25048,12/2004,2010,No,Purchasing
473,157,1,Visa,Debit,4401743622113558,12/2014,322,YES,1,$25214,03/2014,2014,No,Classic
474,157,2,Mastercard,Debit,5568521915813745,04/2023,226,YES,1,$33580,02/2020,2020,No,B2B
475,158,0,Visa,Debit,4851242738517632,04/2013,684,NO,2,$1952,03/2011,2011,No,Classic
476,159,0,Mastercard,Debit,5059388151009778,05/2023,996,YES,1,$18491,07/2009,2011,No,UNKNOWN
477,159,1,Visa,Credit,4822550416239709,02/2013,509,YES,1,$9800,08/2010,2014,No,Vpay
478,159,2,Mastercard,Credit,5320022308833354,12/2021,92,YES,1,$0,12/2009,2010,No,World
479,160,0,Mastercard,Debit,5097891088528736,09/2023,447,YES,1,$5857,01/2011,2012,No,Air
480,160,1,Visa,Debit,4459776057093772,06/2020,869,YES,2,$10366,10/2007,2014,No,Electron
481,160,2,Visa,Debit,4017542226763671,01/2024,109,YES,1,$10161,04/2004,2008,No,Platinum
482,160,3,Mastercard,Debit,5148390223991031,04/2021,316,YES,2,$9297,01/2005,2012,No,Enhanced
483,160,4,Visa,Debit,4898934131827425,09/2021,199,YES,1,$12434,07/2003,2012,No,UNKNOWN
484,161,0,Mastercard,Debit,5943373604505748,04/2020,300,YES,2,$29973,11/2010,2010,No,Standard
485,161,1,Visa,Debit,4284210826984108,02/2020,154,YES,2,$25330,09/2015,2015,No,Platinum
486,161,2,Visa,Debit,4093850742287208,04/2020,286,YES,2,$52609,04/2006,2010,No,Classic
487,161,3,Visa,Credit,4329687142518026,10/2020,827,YES,1,$25200,12/2006,2016,No,Business
488,162,0,Visa,Debit,4744876175071543,11/2022,747,YES,1,$11832,12/1996,2007,No,Classic
489,162,1,Visa,Credit,4152829240073093,08/2016,446,YES,1,$5400,04/2008,2013,No,Classic
490,162,2,Mastercard,Debit,5754695413159461,01/2024,939,NO,1,$3384,06/2009,2009,No,UNKNOWN
491,163,0,Mastercard,Debit,5287533090911331,04/2014,946,YES,1,$13756,06/2012,2012,No,Prepaid Business
492,163,1,Mastercard,Debit,5761884540845430,06/2022,312,YES,1,$9263,01/2006,2010,No,UNKNOWN
493,163,2,Mastercard,Debit,5903499521440697,12/2024,779,YES,1,$16899,04/2014,2014,No,Standard
